request_id,timestamp,method,uri,query_string,host,user_agent,content_type,accept,referer,cookie_hash,authorization_type,x_forwarded_for,body_truncated,body_len_original,source_ip,source_port,server_ip,server_port,body_raw,headers_raw
eea0d375c322520d635abc6ffc334f19,"Fri, 08 May 2026 07:26:31 GMT",GET,/,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,c26fd69bce462b1b,,,,0,172.19.0.1,48072,172.19.0.3,80,,"{""sec-fetch-user"": ""?1"", ""sec-fetch-dest"": ""document"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""host"": ""localhost:8080"", ""connection"": ""keep-alive"", ""cache-control"": ""max-age=0"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-fetch-site"": ""none"", ""sec-fetch-mode"": ""navigate"", ""cookie"": ""OJSSID=9coleu64k03j3re3300kn9prju""}"
73b7734014824ba7b04c342c56deb216,"Fri, 08 May 2026 07:26:31 GMT",GET,/index.php,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,c26fd69bce462b1b,,,,0,172.19.0.1,48072,172.19.0.3,80,,"{""sec-fetch-user"": ""?1"", ""sec-fetch-dest"": ""document"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""host"": ""localhost:8080"", ""connection"": ""keep-alive"", ""cache-control"": ""max-age=0"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-fetch-site"": ""none"", ""sec-fetch-mode"": ""navigate"", ""cookie"": ""OJSSID=9coleu64k03j3re3300kn9prju""}"
c68d821bddbdd482ef5645469afda233,"Fri, 08 May 2026 07:26:31 GMT",GET,/index.php/publicknowledge,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,c26fd69bce462b1b,,,,0,172.19.0.1,48072,172.19.0.3,80,,"{""sec-fetch-user"": ""?1"", ""sec-fetch-dest"": ""document"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""host"": ""localhost:8080"", ""connection"": ""keep-alive"", ""cache-control"": ""max-age=0"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-fetch-site"": ""none"", ""sec-fetch-mode"": ""navigate"", ""cookie"": ""OJSSID=9coleu64k03j3re3300kn9prju""}"
e09068294d178d217107950c12843984,"Fri, 08 May 2026 07:26:33 GMT",GET,/index.php/publicknowledge/login/signOut,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://localhost:8080/index.php/publicknowledge,c26fd69bce462b1b,,,,0,172.19.0.1,48072,172.19.0.3,80,,"{""sec-fetch-user"": ""?1"", ""sec-fetch-dest"": ""document"", ""referer"": ""http://localhost:8080/index.php/publicknowledge"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""host"": ""localhost:8080"", ""connection"": ""keep-alive"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-fetch-site"": ""same-origin"", ""sec-fetch-mode"": ""navigate"", ""cookie"": ""OJSSID=9coleu64k03j3re3300kn9prju""}"
f2e203779399427ec9df7ea04c6091b9,"Fri, 08 May 2026 07:26:33 GMT",GET,/index.php/publicknowledge/login,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://localhost:8080/index.php/publicknowledge,c26fd69bce462b1b,,,,0,172.19.0.1,48072,172.19.0.3,80,,"{""sec-fetch-user"": ""?1"", ""sec-fetch-dest"": ""document"", ""referer"": ""http://localhost:8080/index.php/publicknowledge"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""host"": ""localhost:8080"", ""connection"": ""keep-alive"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-fetch-site"": ""same-origin"", ""sec-fetch-mode"": ""navigate"", ""cookie"": ""OJSSID=9coleu64k03j3re3300kn9prju""}"
76558e6ae8bd65bf9ca8c71effede15c,"Fri, 08 May 2026 07:26:36 GMT",POST,/index.php/publicknowledge/login/signIn,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",application/x-www-form-urlencoded,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://localhost:8080/index.php/publicknowledge/login,c26fd69bce462b1b,,,,91,172.19.0.1,48072,172.19.0.3,80,csrfToken=68c137f1b5cc1e4ab8fc61c1f3384781&source=&username=admin&password=admin&remember=1,"{""sec-fetch-dest"": ""document"", ""sec-fetch-user"": ""?1"", ""referer"": ""http://localhost:8080/index.php/publicknowledge/login"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""host"": ""localhost:8080"", ""connection"": ""keep-alive"", ""cache-control"": ""max-age=0"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""origin"": ""http://localhost:8080"", ""accept-language"": ""en-US,en;q=0.5"", ""content-type"": ""application/x-www-form-urlencoded"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""upgrade-insecure-requests"": ""1"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""sec-fetch-site"": ""same-origin"", ""cookie"": ""OJSSID=9coleu64k03j3re3300kn9prju"", ""sec-fetch-mode"": ""navigate""}"
3db1602d49c6006bf3929bd9336e6adb,"Fri, 08 May 2026 07:26:36 GMT",GET,/index.php/publicknowledge/submissions,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",http://localhost:8080/index.php/publicknowledge/login,694983f1ea61ff30,,,,0,172.19.0.1,48072,172.19.0.3,80,,"{""sec-fetch-dest"": ""document"", ""sec-fetch-user"": ""?1"", ""referer"": ""http://localhost:8080/index.php/publicknowledge/login"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""host"": ""localhost:8080"", ""connection"": ""keep-alive"", ""cache-control"": ""max-age=0"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-ch-ua-mobile"": ""?0"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-fetch-site"": ""same-origin"", ""upgrade-insecure-requests"": ""1"", ""cookie"": ""OJSSID=ubtlu9d1c01h48pqmjvf6fmgve"", ""sec-fetch-mode"": ""navigate""}"
72a8773e4f43b46cc8e70e53770c5bcc,"Fri, 08 May 2026 07:26:36 GMT",GET,/index.php/publicknowledge/api/v1/_submissions?status=1&assignedTo=-1&searchPhrase=&count=30&offset=0&_=1778225196646,status=1&assignedTo=-1&searchPhrase=&count=30&offset=0&_=1778225196646,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,*/*,http://localhost:8080/index.php/publicknowledge/submissions,694983f1ea61ff30,,,,0,172.19.0.1,48072,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""referer"": ""http://localhost:8080/index.php/publicknowledge/submissions"", ""x-requested-with"": ""XMLHttpRequest"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""sec-fetch-dest"": ""empty"", ""host"": ""localhost:8080"", ""accept"": ""*/*"", ""connection"": ""keep-alive"", ""sec-gpc"": ""1"", ""sec-fetch-mode"": ""cors"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=ubtlu9d1c01h48pqmjvf6fmgve""}"
3b5aa7114894bb4ec666e3756375e633,"Fri, 08 May 2026 07:26:36 GMT",GET,/index.php/publicknowledge/api/v1/_submissions?status=1&searchPhrase=&count=30&offset=0&_=1778225196647,status=1&searchPhrase=&count=30&offset=0&_=1778225196647,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,*/*,http://localhost:8080/index.php/publicknowledge/submissions,694983f1ea61ff30,,,,0,172.19.0.1,43668,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""referer"": ""http://localhost:8080/index.php/publicknowledge/submissions"", ""x-requested-with"": ""XMLHttpRequest"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""sec-fetch-dest"": ""empty"", ""host"": ""localhost:8080"", ""accept"": ""*/*"", ""connection"": ""keep-alive"", ""sec-gpc"": ""1"", ""sec-fetch-mode"": ""cors"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=ubtlu9d1c01h48pqmjvf6fmgve""}"
dea1984448bacc0e84c9eff7b6102592,"Fri, 08 May 2026 07:26:36 GMT",GET,/index.php/publicknowledge/api/v1/_submissions?status%5B%5D=4&status%5B%5D=3&status%5B%5D=5&searchPhrase=&count=30&offset=0&_=1778225196648,status%5B%5D=4&status%5B%5D=3&status%5B%5D=5&searchPhrase=&count=30&offset=0&_=1778225196648,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,*/*,http://localhost:8080/index.php/publicknowledge/submissions,694983f1ea61ff30,,,,0,172.19.0.1,43678,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""referer"": ""http://localhost:8080/index.php/publicknowledge/submissions"", ""x-requested-with"": ""XMLHttpRequest"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""sec-fetch-dest"": ""empty"", ""host"": ""localhost:8080"", ""accept"": ""*/*"", ""connection"": ""keep-alive"", ""sec-gpc"": ""1"", ""sec-fetch-mode"": ""cors"", ""sec-fetch-site"": ""same-origin"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""cookie"": ""OJSSID=ubtlu9d1c01h48pqmjvf6fmgve""}"
