request_id,timestamp,method,uri,query_string,host,user_agent,content_type,accept,referer,cookie_hash,authorization_type,x_forwarded_for,body_truncated,body_len_original,source_ip,source_port,server_ip,server_port,body_raw,headers_raw,decision,threat_score,confidence,attack_type,model_version
86866b7b4a29d85f1b6ecd9742a01e44,"Fri, 08 May 2026 06:37:35 GMT",GET,/,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,,,,,0,172.19.0.1,44390,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-user"": ""?1"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""document"", ""upgrade-insecure-requests"": ""1"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""host"": ""localhost:8080"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""connection"": ""keep-alive"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""cache-control"": ""max-age=0"", ""sec-fetch-site"": ""none"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-fetch-mode"": ""navigate""}",PASS,0.68,0.748,NONE,rf-v2.0-userspace
12f82ca22befbaceb3a36a8b98ee9a7d,"Fri, 08 May 2026 06:37:35 GMT",GET,/index.php,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,,,,,0,172.19.0.1,44390,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-user"": ""?1"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""document"", ""upgrade-insecure-requests"": ""1"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""host"": ""localhost:8080"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""connection"": ""keep-alive"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""cache-control"": ""max-age=0"", ""sec-fetch-site"": ""none"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-fetch-mode"": ""navigate""}",PASS,0.68,0.748,NONE,rf-v2.0-userspace
ee0aa9812d1ad3d280e3cee43b54f3e0,"Fri, 08 May 2026 06:37:36 GMT",GET,/,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,,,,,0,172.19.0.1,44390,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-user"": ""?1"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""document"", ""upgrade-insecure-requests"": ""1"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""host"": ""localhost:8080"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""connection"": ""keep-alive"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""cache-control"": ""max-age=0"", ""sec-fetch-site"": ""none"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-fetch-mode"": ""navigate""}",PASS,0.68,0.748,NONE,rf-v2.0-userspace
eeb226195e4e60c027af642a84a443fd,"Fri, 08 May 2026 06:37:36 GMT",GET,/index.php,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,,,,,0,172.19.0.1,44390,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-user"": ""?1"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""document"", ""upgrade-insecure-requests"": ""1"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""host"": ""localhost:8080"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""connection"": ""keep-alive"", ""sec-gpc"": ""1"", ""accept-language"": ""en-US,en;q=0.5"", ""cache-control"": ""max-age=0"", ""sec-fetch-site"": ""none"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-fetch-mode"": ""navigate""}",PASS,0.68,0.748,NONE,rf-v2.0-userspace
e916b2c0c1c4aef881f4cfb93559a202,"Fri, 08 May 2026 06:37:43 GMT",GET,/,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,,,,,0,172.19.0.1,44390,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-user"": ""?1"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""document"", ""upgrade-insecure-requests"": ""1"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""host"": ""localhost:8080"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""connection"": ""keep-alive"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-gpc"": ""1"", ""sec-fetch-site"": ""none"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-fetch-mode"": ""navigate""}",PASS,0.68,0.748,NONE,rf-v2.0-userspace
bcfa751035695699cdb5637c4c85fb8b,"Fri, 08 May 2026 06:37:43 GMT",GET,/index.php,,localhost:8080,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8",,,,,,0,172.19.0.1,44390,172.19.0.3,80,,"{""sec-ch-ua-mobile"": ""?0"", ""sec-fetch-user"": ""?1"", ""sec-ch-ua-platform"": ""\""Linux\"""", ""sec-fetch-dest"": ""document"", ""upgrade-insecure-requests"": ""1"", ""accept-encoding"": ""gzip, deflate, br, zstd"", ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"", ""host"": ""localhost:8080"", ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8"", ""connection"": ""keep-alive"", ""accept-language"": ""en-US,en;q=0.5"", ""sec-gpc"": ""1"", ""sec-fetch-site"": ""none"", ""sec-ch-ua"": ""\""Brave\"";v=\""147\"", \""Not.A/Brand\"";v=\""8\"", \""Chromium\"";v=\""147\"""", ""sec-fetch-mode"": ""navigate""}",PASS,0.68,0.748,NONE,rf-v2.0-userspace
17b55732186fbd63de2dadd676f22f94,"Fri, 08 May 2026 06:37:58 GMT",HEAD,/,,localhost:8080,curl/8.20.0,,*/*,,,,,,0,172.19.0.1,50572,172.19.0.3,80,,"{""host"": ""localhost:8080"", ""user-agent"": ""curl/8.20.0"", ""accept"": ""*/*""}",PASS,0.37,0.63,NONE,rf-v2.0-userspace
571e7cdd4b4e5b850740aaeeed009f02,"Fri, 08 May 2026 06:37:58 GMT",HEAD,/index.php,,localhost:8080,curl/8.20.0,,*/*,,,,,,0,172.19.0.1,50572,172.19.0.3,80,,"{""host"": ""localhost:8080"", ""user-agent"": ""curl/8.20.0"", ""accept"": ""*/*""}",PASS,0.39,0.61,NONE,rf-v2.0-userspace
9177c937cc9971c1b85eb7dc80766ec9,"Fri, 08 May 2026 06:40:35 GMT",HEAD,/,,localhost:8080,curl/8.20.0,,*/*,,,,,,0,172.19.0.1,46436,172.19.0.3,80,,"{""host"": ""localhost:8080"", ""user-agent"": ""curl/8.20.0"", ""accept"": ""*/*""}",PASS,0.37,0.63,NONE,rf-v2.0-userspace
c72db5cb8d9f6a9545fc5dd3fea0c505,"Fri, 08 May 2026 06:40:36 GMT",HEAD,/index.php,,localhost:8080,curl/8.20.0,,*/*,,,,,,0,172.19.0.1,46436,172.19.0.3,80,,"{""host"": ""localhost:8080"", ""user-agent"": ""curl/8.20.0"", ""accept"": ""*/*""}",PASS,0.39,0.61,NONE,rf-v2.0-userspace
